PRIMARY_TAG,Date,Well,OilDay,Injgas,AnnulusA,AnnulusB,WHP,WaterDay,Choke,TotLiq
1312,2015-06-20 00:00:00,E,84,16935.4275,79.29441714,128.6001514,38.27083333,9,8,93
1313,2015-06-20 00:00:00,G,54,26511.68077,74.09164187,82.04164597,27.50472222,91,8,145
1314,2015-06-20 00:00:00,H,81,23986.0619,78.12369496,78.08749985,30.82090278,40,8,121
1315,2015-06-21 00:00:00,A,64,6926.839649,63.17467363,69.92437962,25.43802915,0,8,64
1316,2015-06-21 00:00:00,B,57,14380.07185,75.17198667,82.1646304,27.5852186,21,8,78
1317,2015-06-21 00:00:00,C,16,14960.97398,75.3774387,75.63185615,31.64004164,39,8,55
1318,2015-06-21 00:00:00,D,24,19427.70309,72.74843467,93.22762459,30.59410132,58,8,82
1319,2015-06-21 00:00:00,F,25,16416.94049,86.63279437,86.68442689,36.91471201,33,8,58
1320,2015-06-21 00:00:00,E,84,16916.95959,78.96911604,128.8977898,38.24142956,9,8,93
1321,2015-06-21 00:00:00,G,54,26474.29058,74.28035787,80.69398671,26.97154754,91,8,145
1322,2015-06-21 00:00:00,H,81,23966.33471,77.82076638,76.56015715,31.05197779,40,8,121
1323,2015-06-22 00:00:00,A,64,6943.174055,62.47282192,69.60629087,25.305,0,8,64
1324,2015-06-22 00:00:00,B,57,14400.83379,75.30891379,81.27329637,27.63486111,21,8,78
1325,2015-06-22 00:00:00,C,16,14989.24559,74.44396541,76.53872129,31.52631944,39,8,55
1326,2015-06-22 00:00:00,D,24,19414.64441,72.78789323,94.59944871,30.37319444,58,8,82
1327,2015-06-22 00:00:00,F,25,16502.54442,87.19361079,87.14106635,36.92027778,33,8,58
1328,2015-06-22 00:00:00,E,84,16881.90249,79.01310375,127.6743642,38.32444444,9,8,93
1329,2015-06-22 00:00:00,G,54,26532.22317,74.68772442,80.00001163,27.22833333,91,8,145
1330,2015-06-22 00:00:00,H,81,23897.65108,75.62911441,77.50689617,30.06979167,40,8,121
1331,2015-06-23 00:00:00,A,64,7041.827463,63.21963497,68.93420306,25.42465278,0,8,64
1332,2015-06-23 00:00:00,B,57,14412.06362,74.97672953,81.21223864,27.64965278,21,8,78
1333,2015-06-23 00:00:00,C,16,14946.97194,74.75884984,74.78539046,31.73381944,39,8,55
1334,2015-06-23 00:00:00,D,24,19420.03118,73.70409084,93.89551364,30.43381944,58,8,82
1335,2015-06-23 00:00:00,F,25,16511.61104,86.42281786,88.37908412,36.71527778,33,8,58
1336,2015-06-23 00:00:00,E,84,16825.33926,79.36076419,129.2133942,38.39618056,9,8,93
1337,2015-06-23 00:00:00,G,54,26468.77758,73.55996823,82.10709828,27.644375,91,8,145
1338,2015-06-23 00:00:00,H,82,23941.11848,78.85815663,84.72297136,31.68041667,34,8,116
1339,2015-06-24 00:00:00,A,64,7035.175809,63.32279452,70.42670482,25.48625,0,8,64
1340,2015-06-24 00:00:00,B,57,14370.60746,75.27483918,82.85395399,27.64569444,21,8,78
1341,2015-06-24 00:00:00,C,16,14949.24783,75.17673755,76.25030278,31.355,39,8,55
1342,2015-06-24 00:00:00,D,24,19422.806,73.29131171,93.07814587,30.60944444,58,8,82
1343,2015-06-24 00:00:00,F,25,16470.6907,86.76300559,86.77064476,36.37388889,33,8,58
1344,2015-06-24 00:00:00,E,84,16856.48438,80.35699394,128.1348156,38.96215278,9,8,93
1345,2015-06-24 00:00:00,G,54,26454.86501,73.80302588,79.0948521,27.96729167,91,8,145
1346,2015-06-24 00:00:00,H,78,23947.62325,78.10233395,82.34813848,31.37590278,32,8,110
1347,2015-06-25 00:00:00,A,64,6978.429671,62.4216292,69.78942085,25.44149896,0,8,64
1348,2015-06-25 00:00:00,B,57,14444.3601,75.11872301,82.97296293,27.59694656,21,8,78
1349,2015-06-25 00:00:00,C,17,14947.17817,74.57088078,75.51117461,31.17536433,40,8,57
1350,2015-06-25 00:00:00,D,24,19436.92862,72.78127566,92.80026357,30.5426787,58,8,82
1351,2015-06-25 00:00:00,F,25,16546.21761,87.15976128,88.24917742,35.96689799,33,8,58
1352,2015-06-25 00:00:00,E,84,16831.9966,78.72519526,128.486015,38.20437196,9,8,93
1353,2015-06-25 00:00:00,G,54,26448.59877,73.38409082,78.38711563,27.9593338,91,8,145
1354,2015-06-25 00:00:00,H,78,23975.45343,78.12734722,86.94016276,31.52942401,32,8,110
1355,2015-06-26 00:00:00,A,64,7016.33204,62.6560984,68.35629993,25.36527778,0,8,64
1356,2015-06-26 00:00:00,B,57,14440.44869,74.75908038,82.40931946,27.47826389,21,8,78
1357,2015-06-26 00:00:00,C,17,14869.55177,74.87288002,76.28049348,31.17576389,40,8,57
1358,2015-06-26 00:00:00,D,23,19395.01273,72.2497927,93.88866817,30.76375,55,8,78
1359,2015-06-26 00:00:00,F,25,16525.30271,87.20926873,88.26939871,35.62548611,33,8,58
1360,2015-06-26 00:00:00,E,83,16880.45976,78.6586377,129.3024482,38.26305556,9,8,92
1361,2015-06-26 00:00:00,G,54,26460.44525,74.12640465,78.09605955,27.80388889,91,8,145
1362,2015-06-26 00:00:00,H,79,23940.23515,78.2785813,87.83477085,33.03395833,33,8,112
1363,2015-06-27 00:00:00,A,62,6967.095825,63.11640711,68.79482398,25.41763889,0,8,62
1364,2015-06-27 00:00:00,B,57,14462.90439,75.04650301,81.27799833,27.66618056,21,8,78
1365,2015-06-27 00:00:00,C,17,14890.13743,75.15918862,75.78251993,31.34902778,40,8,57
1366,2015-06-27 00:00:00,D,23,19426.26674,72.86207478,91.67626778,30.71597222,55,8,78
1367,2015-06-27 00:00:00,F,25,16543.30174,87.11835918,85.66187897,35.94763889,33,8,58
1368,2015-06-27 00:00:00,E,83,16864.71152,79.07441409,129.401723,38.29541667,9,8,92
1369,2015-06-27 00:00:00,G,53,26481.61581,73.72100373,83.18526561,27.85368056,89,8,142
1370,2015-06-27 00:00:00,H,75,23988.41151,78.98841973,87.24594616,33.99493056,29,8,104
1371,2015-06-28 00:00:00,A,62,6970.835284,63.58753719,69.39617462,25.56826389,0,8,62
1372,2015-06-28 00:00:00,B,53,14407.55028,74.60476306,79.52786555,27.36444444,26,8,79
1373,2015-06-28 00:00:00,C,17,14992.57573,74.8718715,76.71615962,31.23430556,40,8,57
1374,2015-06-28 00:00:00,D,23,19450.1115,72.85311212,91.66415708,30.30826389,55,8,78
1375,2015-06-28 00:00:00,F,25,16495.99828,86.43092264,88.18252162,35.82027778,33,8,58
1376,2015-06-28 00:00:00,E,83,16966.04621,78.85092462,128.1687442,38.30777778,9,8,92
1377,2015-06-28 00:00:00,G,53,26484.19677,73.85098874,80.56200875,27.63326389,89,8,142
1378,2015-06-28 00:00:00,H,75,23950.29571,78.22744679,85.63854882,34.48465278,29,8,104
1379,2015-06-29 00:00:00,A,62,6938.549236,63.14535541,69.82447885,25.68716169,0,8,62
1380,2015-06-29 00:00:00,B,53,14470.32253,74.66706202,80.48755451,27.09847328,26,8,79
1381,2015-06-29 00:00:00,C,17,14946.60242,74.64887998,77.34350316,31.03740458,40,8,57
1382,2015-06-29 00:00:00,D,23,19497.119,72.54177603,90.96484717,30.04476058,55,8,78
1383,2015-06-29 00:00:00,F,25,16481.70968,86.54750221,87.04223921,35.52526024,33,8,58
1384,2015-06-29 00:00:00,E,83,16893.97449,79.25705453,129.022567,38.27501735,9,8,92
1385,2015-06-29 00:00:00,G,53,26457.94245,73.03111473,78.28261107,27.42546842,89,8,142
1386,2015-06-29 00:00:00,H,76,23979.74063,79.27860152,84.77646599,35.06738376,31,8,107
1387,2015-06-30 00:00:00,A,62,6955.158483,62.59575216,67.75475222,24.9234342,0,8,62
1388,2015-06-30 00:00:00,B,53,14427.47361,74.10612925,81.68254441,27.14904996,26,8,79
1389,2015-06-30 00:00:00,C,17,14912.66368,75.562353,77.3622317,31.04123856,40,8,57
1390,2015-06-30 00:00:00,D,23,19451.20064,72.55496415,93.10036977,29.76481351,55,8,78
1391,2015-06-30 00:00:00,F,25,16466.09907,86.49968914,88.08470198,35.70056298,33,8,58
1392,2015-06-30 00:00:00,E,83,16881.63184,79.12346549,127.7305895,38.34363125,9,8,92
1393,2015-06-30 00:00:00,G,53,26425.00827,73.37543505,76.66197833,27.48022519,89,8,142
1394,2015-06-30 00:00:00,H,76,23988.76566,78.91721958,84.06597113,35.34025334,31,8,107
1395,2015-07-01 00:00:00,A,62,6977.306264,63.07484319,70.24168885,24.95972222,0,8,62
1396,2015-07-01 00:00:00,B,53,14432.32689,74.28292836,82.92049292,27.11513889,26,8,79
1397,2015-07-01 00:00:00,C,17,14962.68051,74.75897212,75.8146023,31.10104167,40,8,57
1398,2015-07-01 00:00:00,D,23,19476.43281,71.86695824,93.69650928,30.23652778,55,8,78
1399,2015-07-01 00:00:00,F,25,16486.89823,86.64329555,86.36162851,35.56826389,33,8,58
1400,2015-07-01 00:00:00,E,83,16899.68825,79.23789543,127.889825,38.26416667,9,8,92
1401,2015-07-01 00:00:00,G,53,26439.43739,74.21706363,75.4246456,27.15715278,89,8,142
1402,2015-07-01 00:00:00,H,76,23917.15617,79.06390866,85.21036473,35.18527778,31,8,107
1403,2015-07-02 00:00:00,A,66,6948.136804,63.14280573,70.50655167,24.99861111,0,8,66
1404,2015-07-02 00:00:00,B,55,14415.07265,74.3212284,81.84507963,27.05888889,26,8,81
1405,2015-07-02 00:00:00,C,14,14952.40713,75.02699073,76.46333176,30.82006944,42,8,56
1406,2015-07-02 00:00:00,D,23,19508.65427,72.17892033,92.89084659,30.14263889,55,8,78
1407,2015-07-02 00:00:00,F,25,16485.14822,86.36202524,86.18257667,35.34152778,33,8,58
1408,2015-07-02 00:00:00,E,83,16903.30064,79.00880673,128.3011375,38.31451389,9,8,92
1409,2015-07-02 00:00:00,G,53,26428.46641,72.5179062,74.98881278,27.21631944,89,8,142
1410,2015-07-02 00:00:00,H,76,23954.81244,78.70873833,86.46164837,35.06791667,31,8,107
1411,2015-07-03 00:00:00,A,66,6992.839897,62.94560727,70.97427548,25.08292852,0,8,66
1412,2015-07-03 00:00:00,B,55,14427.27251,74.50555955,82.84254481,27.04142956,26,8,81
1413,2015-07-03 00:00:00,C,14,14890.3412,74.97110779,76.98179126,30.88903539,42,8,56
1414,2015-07-03 00:00:00,D,23,19457.79878,72.79890755,95.29021246,29.78216516,55,8,78
1415,2015-07-03 00:00:00,F,27,16511.83025,86.42380022,86.31720575,35.26523248,34,8,61
1416,2015-07-03 00:00:00,E,83,16882.70402,79.04732681,129.3020726,38.27356003,9,8,92
1417,2015-07-03 00:00:00,G,53,26458.85991,73.37940812,73.69936206,27.32553782,89,8,142
1418,2015-07-03 00:00:00,H,76,23966.67715,78.06801252,87.99703393,34.94031922,31,8,107
1419,2015-07-04 00:00:00,A,66,7013.587231,62.59322474,68.99152416,24.991875,0,8,66
1420,2015-07-04 00:00:00,B,55,14388.3732,74.47365641,82.8138929,27.10256944,26,8,81
1421,2015-07-04 00:00:00,C,14,14915.8778,76.12014428,76.18983332,31.27763889,42,8,56
1422,2015-07-04 00:00:00,D,23,19425.03763,73.02311413,93.89058798,29.92513889,55,8,78
1423,2015-07-04 00:00:00,F,27,16450.45006,86.74615769,86.98852152,35.80979167,34,8,61
1424,2015-07-04 00:00:00,E,84,16939.85951,79.60286364,128.0730719,38.19868056,10,8,94
1425,2015-07-04 00:00:00,G,58,26486.4646,73.08719249,74.41720168,27.40340278,88,8,146
1426,2015-07-04 00:00:00,H,76,23907.44314,78.2495552,88.28786245,34.85444444,31,8,107
1427,2015-07-05 00:00:00,A,66,6964.910902,63.11205463,67.66066784,25.07402778,0,8,66
1428,2015-07-05 00:00:00,B,55,14446.65864,74.35983963,81.5617023,27.08875,26,8,81
1429,2015-07-05 00:00:00,C,14,14944.6045,74.99106801,76.24489788,30.81833333,42,8,56
1430,2015-07-05 00:00:00,D,23,19490.54568,72.72476325,93.66400194,29.67284722,55,8,78
1431,2015-07-05 00:00:00,F,27,16478.30395,86.87076309,87.01970673,35.60333333,34,8,61
1432,2015-07-05 00:00:00,E,84,16915.82827,78.94989132,127.7253641,38.22729167,10,8,94
1433,2015-07-05 00:00:00,G,58,26427.11458,72.88944412,75.21856575,27.24805556,88,8,146
1434,2015-07-05 00:00:00,H,76,23992.26858,78.60402503,89.14272006,34.71166667,31,8,107
1435,2015-07-06 00:00:00,A,66,6944.911983,62.29541466,68.20460123,24.98284722,0,8,66
1436,2015-07-06 00:00:00,B,55,14436.26926,74.42605311,81.92031262,27.15729167,26,8,81
1437,2015-07-06 00:00:00,C,14,14994.00282,75.41843403,74.58766136,30.88902778,42,8,56
1438,2015-07-06 00:00:00,D,23,19516.36805,72.71525232,93.425089,29.69090278,55,8,78
1439,2015-07-06 00:00:00,F,27,16551.7862,85.99178486,87.37549365,35.43333333,34,8,61
1440,2015-07-06 00:00:00,E,84,16904.29892,79.1188229,128.8125916,38.41354167,10,8,94
1441,2015-07-06 00:00:00,G,58,26474.80925,73.42577582,80.42530124,27.34645833,88,8,146
1442,2015-07-06 00:00:00,H,76,23961.09815,78.39275814,90.21179909,34.62006944,31,8,107
1443,2015-07-07 00:00:00,A,66,6970.717654,63.8449845,69.32487311,25.59666898,0,8,66
1444,2015-07-07 00:00:00,B,55,14430.26749,74.95471737,79.74262651,27.18410826,26,8,81
1445,2015-07-07 00:00:00,C,14,14986.74324,74.77349397,75.88103077,30.81693269,42,8,56
1446,2015-07-07 00:00:00,D,23,19507.77219,72.17920285,94.84567644,29.72463567,55,8,78
1447,2015-07-07 00:00:00,F,31,14016.10464,85.51678074,86.91553805,32.72519084,26,8,57
1448,2015-07-07 00:00:00,E,84,16919.10017,79.58308838,129.0484353,38.36710618,10,8,94
1449,2015-07-07 00:00:00,G,58,26496.69677,72.82410887,78.78001462,27.26148508,88,8,146
1450,2015-07-07 00:00:00,H,76,23998.02316,78.86210936,89.83656889,34.56217904,31,8,107
1451,2015-07-08 00:00:00,A,64,7006.135447,62.36733815,67.76825998,25.36659722,0,8,64
1452,2015-07-08 00:00:00,B,55,14423.54807,74.45329772,81.16393134,27.13916667,26,8,81
1453,2015-07-08 00:00:00,C,14,14924.49435,74.94770403,77.20224408,30.92875,42,8,56
1454,2015-07-08 00:00:00,D,23,19401.06135,73.36071746,93.14132004,30.16729167,55,8,78
1455,2015-07-08 00:00:00,F,33,10018.32919,83.17103197,84.74232731,28.00326389,27,8,60
1456,2015-07-08 00:00:00,E,84,16911.44648,79.17942859,128.0417102,38.28798611,10,8,94
1457,2015-07-08 00:00:00,G,58,26464.0961,73.10831647,75.71612918,27.29222222,88,8,146
1458,2015-07-08 00:00:00,H,76,23927.10087,78.20860383,88.61533746,34.53944444,31,8,107
1459,2015-07-09 00:00:00,A,64,6963.14554,62.13928431,66.49328296,25.22736111,0,8,64
1460,2015-07-09 00:00:00,B,55,15304.43351,75.11524488,82.41659868,27.50861111,26,8,81
1461,2015-07-09 00:00:00,C,14,14967.90096,74.62714417,74.31344338,31.24013889,42,8,56
1462,2015-07-09 00:00:00,D,23,19454.22053,72.65212441,92.57683614,29.81826389,55,8,78
1463,2015-07-09 00:00:00,F,33,10031.23634,83.68734156,84.65462265,28.04402778,27,8,60
1464,2015-07-09 00:00:00,E,84,16972.7097,79.49328716,127.8087891,38.29972222,10,8,94
1465,2015-07-09 00:00:00,G,58,26435.79322,72.98071973,74.69877927,27.383125,88,8,146
1466,2015-07-09 00:00:00,H,76,23981.57695,78.19154798,85.98743092,34.55402778,31,8,107
1467,2015-07-10 00:00:00,A,64,6935.613388,62.97392888,66.80815445,25.24694444,0,8,64
1468,2015-07-10 00:00:00,B,55,15924.11557,75.35033621,81.81801488,27.81465278,26,8,81
1469,2015-07-10 00:00:00,C,14,15001.02025,75.39483559,76.05952781,31.97381944,42,8,56
1470,2015-07-10 00:00:00,D,23,19443.36635,73.27858583,93.09820503,29.95451389,55,8,78
1471,2015-07-10 00:00:00,F,29,10008.08527,83.22573324,84.60505784,28.25555556,29,8,58
1472,2015-07-10 00:00:00,E,84,16989.72579,80.03178004,127.941446,38.4,10,8,94
1473,2015-07-10 00:00:00,G,58,26470.11744,73.09228237,74.04028883,27.35423611,88,8,146
1474,2015-07-10 00:00:00,H,77,23923.82395,78.7678041,85.36437484,34.18645833,38,8,115
1475,2015-07-11 00:00:00,A,69,6896.075093,62.83915017,65.82884384,25.10895212,0,8,69
1476,2015-07-11 00:00:00,B,55,15934.46017,75.44404002,82.24432927,27.71492019,26,8,81
1477,2015-07-11 00:00:00,C,14,14949.44348,75.66603481,76.12467692,31.93060375,42,8,56
1478,2015-07-11 00:00:00,D,23,19482.48925,73.42256822,94.40777575,29.91526718,55,8,78
1479,2015-07-11 00:00:00,F,29,10041.18723,83.55703169,83.3046228,28.5703678,31,8,60
1480,2015-07-11 00:00:00,E,84,16871.24075,79.36408393,128.6238232,38.18230396,10,8,94
1481,2015-07-11 00:00:00,G,58,26499.25853,73.11424221,73.57643023,27.42054129,88,8,146
1482,2015-07-11 00:00:00,H,77,23955.38678,78.49197741,87.16696711,33.92755031,38,8,115
1483,2015-07-12 00:00:00,A,69,6922.13038,62.24727975,66.63048458,25.01659722,0,8,69
1484,2015-07-12 00:00:00,B,55,15965.69652,74.72616011,83.1159586,27.79319444,26,8,81
1485,2015-07-12 00:00:00,C,14,14978.21699,75.03423966,77.23675753,31.82208333,42,8,56
1486,2015-07-12 00:00:00,D,23,19460.67398,74.21814437,93.26497585,30.05590278,55,8,78
1487,2015-07-12 00:00:00,F,29,10025.72725,83.72778964,84.8354227,28.754375,31,8,60
1488,2015-07-12 00:00:00,E,90,16915.95804,79.25387257,127.9504745,38.22277778,6,8,96
1489,2015-07-12 00:00:00,G,58,26455.27747,73.24800769,74.16166997,27.65881944,88,8,146
1490,2015-07-12 00:00:00,H,77,23915.567,79.0926945,88.0288617,33.76819444,38,8,115
1491,2015-07-13 00:00:00,A,69,6981.285513,62.8103524,66.44754394,25.10090278,0,8,69
1492,2015-07-13 00:00:00,B,55,15949.80101,74.91428313,80.02285454,27.91395833,26,8,81
1493,2015-07-13 00:00:00,C,14,14933.15827,76.09657765,76.10444594,32.06361111,42,8,56
1494,2015-07-13 00:00:00,D,25,19479.02877,73.99178681,93.06626282,30.03625,58,8,83
1495,2015-07-13 00:00:00,F,29,10023.12987,83.43798903,84.30332788,28.44111111,31,8,60
1496,2015-07-13 00:00:00,E,90,16926.28258,80.01386586,127.0312468,38.75013889,6,8,96
1497,2015-07-13 00:00:00,G,58,26492.5036,73.40332741,72.93203006,27.68701389,88,8,146
1498,2015-07-13 00:00:00,H,77,23989.31334,78.36777318,89.43153649,33.98173611,38,8,115
1499,2015-07-14 00:00:00,A,69,6938.13533,62.69060678,66.61127575,25.12215278,0,8,69
1500,2015-07-14 00:00:00,B,55,15903.68924,75.0233838,81.60070349,27.84743056,26,8,81
1501,2015-07-14 00:00:00,C,14,14903.8058,75.60235088,75.71040127,31.81645833,42,8,56
1502,2015-07-14 00:00:00,D,25,19457.347,73.87529635,91.80537216,29.98722222,58,8,83
1503,2015-07-14 00:00:00,F,29,10022.82747,83.80285327,84.43933884,28.44409722,31,8,60
1504,2015-07-14 00:00:00,E,90,16864.16873,79.33645457,128.0588679,38.16527778,6,8,96
1505,2015-07-14 00:00:00,G,58,26465.17667,72.47222718,74.26318563,27.08347222,88,8,146
1506,2015-07-14 00:00:00,H,77,23914.19116,78.31778541,89.30605125,33.80423611,38,8,115
1507,2015-07-15 00:00:00,A,69,6926.900218,62.85646472,66.60574136,25.15239417,0,8,69
1508,2015-07-15 00:00:00,B,57,15937.09107,75.50894261,81.23892347,27.79639139,23,8,80
1509,2015-07-15 00:00:00,C,14,14943.90377,75.62632208,77.98741046,31.86766135,42,8,56
1510,2015-07-15 00:00:00,D,19,19502.36211,74.48393586,90.14581562,30.21741846,61,8,80
1511,2015-07-15 00:00:00,F,18,10020.77297,83.52398447,83.98223574,28.6297016,44,8,62
1512,2015-07-15 00:00:00,E,92,16926.59954,79.23882723,128.467494,38.14094379,3,8,95
1513,2015-07-15 00:00:00,G,58,26483.31414,73.1759693,82.65999594,27.68827203,88,8,146
1514,2015-07-15 00:00:00,H,78,23976.86174,78.35978228,90.64890661,33.58931298,36,8,114
1515,2015-07-16 00:00:00,A,69,6948.094032,62.06159631,66.58736361,25.05604167,0,8,69
1516,2015-07-16 00:00:00,B,57,15899.08605,75.61053274,81.83613579,27.75451389,23,8,80
1517,2015-07-16 00:00:00,C,14,14996.41468,75.42416424,77.80977557,31.83902778,42,8,56
1518,2015-07-16 00:00:00,D,19,19456.82314,73.84679565,90.47745243,30.008125,61,8,80
1519,2015-07-16 00:00:00,F,18,10088.09009,84.1793395,84.872594,28.56465278,44,8,62
1520,2015-07-16 00:00:00,E,92,16839.13419,79.37483434,128.1303186,38.23409722,3,8,95
1521,2015-07-16 00:00:00,G,58,26501.93154,72.74967196,78.96573976,27.61048611,88,8,146
1522,2015-07-16 00:00:00,H,78,23922.58515,78.38087284,90.80586647,33.5825,36,8,114
1523,2015-07-17 00:00:00,A,69,6943.767063,62.48941684,65.15796059,24.85659722,0,8,69
1524,2015-07-17 00:00:00,B,57,15909.61097,74.96868759,81.52598351,27.71263889,23,8,80
1525,2015-07-17 00:00:00,C,15,14997.90813,75.11247936,77.31277318,31.65965278,44,8,59
1526,2015-07-17 00:00:00,D,19,19464.13011,73.2217154,91.16362072,29.93854167,61,8,80
1527,2015-07-17 00:00:00,F,18,10035.49758,84.19820355,83.81510094,28.54777778,44,8,62
1528,2015-07-17 00:00:00,E,92,16891.89696,78.86306094,128.6911126,38.22576389,1,8,93
1529,2015-07-17 00:00:00,G,58,26469.59996,72.27358419,77.9905221,27.52548611,88,8,146
1530,2015-07-17 00:00:00,H,78,23922.88776,78.61798073,89.84340539,33.30611111,36,8,114
1531,2015-07-18 00:00:00,A,69,6913.063569,62.70298553,69.59010386,24.34416667,0,8,69
1532,2015-07-18 00:00:00,B,57,15929.81675,75.0841816,82.14311875,27.74638889,23,8,80
1533,2015-07-18 00:00:00,C,15,14977.54513,75.35871386,74.91855906,31.49138889,44,8,59
1534,2015-07-18 00:00:00,D,19,19441.12309,74.02888545,89.77681736,29.88145833,61,8,80
1535,2015-07-18 00:00:00,F,18,10056.37982,83.28872834,83.89405999,28.49743056,44,8,62
1536,2015-07-18 00:00:00,E,92,16888.77659,78.68561166,128.8538751,38.15777778,1,8,93
1537,2015-07-18 00:00:00,G,60,26461.00166,72.27225113,75.55440622,27.465625,91,8,151
1538,2015-07-18 00:00:00,H,78,23969.0358,77.77449275,91.41944016,33.44111111,33,8,111
1539,2015-07-19 00:00:00,A,69,6865.667617,62.86668515,68.02524545,24.72019431,0,8,69
1540,2015-07-19 00:00:00,B,60,16344.9218,75.19351854,81.46249256,27.83920888,19,8,79
1541,2015-07-19 00:00:00,C,15,14955.38185,74.26108235,76.40809591,31.24358085,44,8,59
1542,2015-07-19 00:00:00,D,19,19510.54839,73.72991161,88.85434863,30.11901457,61,8,80
1543,2015-07-19 00:00:00,F,18,10047.7728,84.03969303,84.20963407,28.80957668,44,8,62
1544,2015-07-19 00:00:00,E,92,16940.57397,79.09481413,127.700633,38.16328938,1,8,93
1545,2015-07-19 00:00:00,G,60,26495.55389,72.18441271,79.09219094,27.40124913,91,8,151
1546,2015-07-19 00:00:00,H,78,23979.16667,78.32740238,91.99415144,34.47668286,33,8,111
1547,2015-07-20 00:00:00,A,69,6964.865946,62.28099671,69.30903761,24.80166667,0,8,69
1548,2015-07-20 00:00:00,B,60,16091.67132,75.0144221,80.04232475,27.65444444,19,8,79
1549,2015-07-20 00:00:00,C,15,14895.47854,73.98753995,75.3472007,31.30652778,44,8,59
1550,2015-07-20 00:00:00,D,20,19428.05531,73.66768315,89.00712658,29.82625,59,8,79
1551,2015-07-20 00:00:00,F,18,10055.09588,84.13684484,84.3918574,28.75069444,44,8,62
1552,2015-07-20 00:00:00,E,92,16926.29706,79.36562249,128.3430442,38.17569444,1,8,93
1553,2015-07-20 00:00:00,G,60,26447.15634,71.67149973,76.42656228,26.87201389,91,8,151
1554,2015-07-20 00:00:00,H,78,23991.63334,77.92826147,91.16459798,34.16875,33,8,111
1555,2015-07-21 00:00:00,A,63,6856.417618,62.86201923,67.66356838,24.910625,0,8,63
1556,2015-07-21 00:00:00,B,60,15910.03574,75.86827659,81.89169713,27.613125,19,8,79
1557,2015-07-21 00:00:00,C,15,14923.94779,75.23118974,77.12251008,32.19590278,44,8,59
1558,2015-07-21 00:00:00,D,20,19471.0554,73.82125718,88.64579575,29.86236111,59,8,79
1559,2015-07-21 00:00:00,F,18,10024.97385,83.78359216,85.3317565,28.54125,44,8,62
1560,2015-07-21 00:00:00,E,92,16843.14242,79.04219559,129.0668812,38.30125,1,8,93
1561,2015-07-21 00:00:00,G,60,26485.97669,72.75008545,75.03347668,27.30618056,91,8,151
1562,2015-07-21 00:00:00,H,78,23962.4953,78.53868878,93.21964775,34.21319444,33,8,111
1563,2015-07-22 00:00:00,A,67,6633.006576,62.97885103,67.48003072,25.65854167,0,8,67
1564,2015-07-22 00:00:00,B,62,15903.16106,75.09374303,83.63521469,27.67527778,19,8,81
1565,2015-07-22 00:00:00,C,15,14930.61815,75.07163431,77.4994732,32.37993056,44,8,59
1566,2015-07-22 00:00:00,D,20,19415.3718,73.33813685,89.45275664,29.79083333,59,8,79
1567,2015-07-22 00:00:00,F,18,10032.46825,83.6900681,82.83032869,28.68152778,44,8,62
1568,2015-07-22 00:00:00,E,92,16881.87057,79.15622821,128.0814168,38.32215278,1,8,93
1569,2015-07-22 00:00:00,G,60,26480.17873,72.94010574,74.93892492,27.41104167,91,8,151
1570,2015-07-22 00:00:00,H,78,23919.5403,78.75631749,94.89885518,34.11520833,33,8,111
1571,2015-07-23 00:00:00,A,67,6947.546505,62.69421485,66.28482525,25.02005552,0,8,67
1572,2015-07-23 00:00:00,B,62,15915.5408,75.18081669,84.35022732,27.7203331,19,8,81
1573,2015-07-23 00:00:00,C,15,14928.60604,76.07814662,76.64157276,32.66641221,44,8,59
1574,2015-07-23 00:00:00,D,20,19430.72529,74.19006261,87.01579704,29.94920194,59,8,79
1575,2015-07-23 00:00:00,F,18,10033.20405,83.32692025,85.0483183,28.64864677,44,8,62
1576,2015-07-23 00:00:00,E,92,16892.74649,78.93332343,128.1316558,38.34684247,1,8,93
1577,2015-07-23 00:00:00,G,60,26470.49917,73.39671777,82.65317962,27.45246357,91,8,151
1578,2015-07-23 00:00:00,H,78,24006.14187,77.99570058,93.79264269,34.02283137,33,8,111
1579,2015-07-24 00:00:00,A,67,6767.793893,63.15322359,66.79437684,25.26840278,0,8,67
1580,2015-07-24 00:00:00,B,62,15356.11159,74.80010516,81.9809764,27.74659722,19,8,81
1581,2015-07-24 00:00:00,C,15,14455.8011,75.68354694,76.82766815,31.92361111,44,8,59
1582,2015-07-24 00:00:00,D,20,18463.0207,72.93178902,86.81908538,29.94673611,59,8,79
1583,2015-07-24 00:00:00,F,18,9788.420728,83.38677186,83.83680433,29.75361111,44,8,62
1584,2015-07-24 00:00:00,E,92,16260.03321,80.18081023,127.4103539,38.76152778,1,8,93
1585,2015-07-24 00:00:00,G,60,25365.72052,72.75558313,80.0394092,27.49444444,91,8,151
1586,2015-07-24 00:00:00,H,78,23426.42936,78.54432215,94.35344775,33.55798611,33,8,111
1587,2015-07-25 00:00:00,A,65,6934.070311,62.84713227,65.89432663,25.12152778,0,8,65
1588,2015-07-25 00:00:00,B,64,15952.99062,74.85550386,80.71418749,27.67208333,14,8,78
1589,2015-07-25 00:00:00,C,17,14903.66741,75.13148247,76.90589451,31.95986111,40,8,57
1590,2015-07-25 00:00:00,D,20,19397.41044,73.13763602,86.64389647,29.67236111,59,8,79
