PRIMARY_TAG,Date,Well,OilDay,Injgas,AnnulusA,AnnulusB,WHP,WaterDay,Choke,TotLiq
2757,2015-12-18 00:00:00,H,55,21934.21584,81.46922619,79.72619678,45.97445918,18,8,73
2758,2015-12-19 00:00:00,A,59,10074.2158,65.75941599,73.34204807,31.43631944,4,8,63
2759,2015-12-19 00:00:00,B,57,14911.23136,73.14092301,83.16219711,28.80895833,15,8,72
2760,2015-12-19 00:00:00,C,15,14938.32192,74.03319512,75.98500421,30.12020833,51,8,66
2761,2015-12-19 00:00:00,D,26,19458.70062,74.54284063,69.53530333,31.59180556,54,8,80
2762,2015-12-19 00:00:00,F,16,9956.421399,84.52562285,85.52727021,29.87416667,45,8,61
2763,2015-12-19 00:00:00,E,92,14975.77449,79.71665033,128.3661882,37.32104167,1,8,93
2764,2015-12-19 00:00:00,G,47,26553.00263,74.33600329,70.38360107,27.11951389,84,8,131
2765,2015-12-19 00:00:00,H,55,21982.50883,81.06569062,82.86279914,45.69298611,11,8,66
2766,2015-12-20 00:00:00,A,59,9986.790285,66.40889988,72.51646935,32.19298611,4,8,63
2767,2015-12-20 00:00:00,B,57,14959.88246,73.81339682,80.44411806,28.88638889,15,8,72
2768,2015-12-20 00:00:00,C,15,14981.61396,73.56974305,75.28176878,30.06319444,51,8,66
2769,2015-12-20 00:00:00,D,26,19403.97859,75.16362675,66.80161353,32.09506944,54,8,80
2770,2015-12-20 00:00:00,F,16,10029.22018,84.28230985,83.0131025,30.11173611,45,8,61
2771,2015-12-20 00:00:00,E,92,14947.97976,78.99076933,127.3335131,37.32395833,1,8,93
2772,2015-12-20 00:00:00,G,47,26514.24297,73.49278518,72.94956352,27.30479167,84,8,131
2773,2015-12-20 00:00:00,H,55,21928.84878,79.32787149,76.40355837,43.46333333,11,8,66
2774,2015-12-21 00:00:00,A,59,10088.85426,66.81051827,73.91306492,31.65274115,4,8,63
2775,2015-12-21 00:00:00,B,57,14931.16915,73.28924161,81.5634965,28.67501735,15,8,72
2776,2015-12-21 00:00:00,C,15,15056.55469,74.086614,75.19071367,30.72789729,51,8,66
2777,2015-12-21 00:00:00,D,26,19518.21832,74.55715132,67.63075705,31.74670368,54,8,80
2778,2015-12-21 00:00:00,F,16,9976.593486,83.92096866,85.84420155,30.10707842,45,8,61
2779,2015-12-21 00:00:00,E,92,15032.93535,79.80874498,127.7166627,37.34115198,1,8,93
2780,2015-12-21 00:00:00,G,47,26564.12771,73.78086069,73.09301184,27.63393477,84,8,131
2781,2015-12-21 00:00:00,H,55,21905.59448,79.87304498,53.13350171,42.89507287,11,8,66
2782,2015-12-22 00:00:00,A,59,10079.56747,65.98038823,73.37976515,31.29708333,4,8,63
2783,2015-12-22 00:00:00,B,57,14950.65753,73.35688557,83.01452607,28.90541667,15,8,72
2784,2015-12-22 00:00:00,C,15,15071.72555,73.78958682,75.6657888,30.58805556,51,8,66
2785,2015-12-22 00:00:00,D,26,19530.54458,75.08126688,66.38212221,31.77041667,54,8,80
2786,2015-12-22 00:00:00,F,16,10007.06186,83.92160084,84.63289668,30.173125,45,8,61
2787,2015-12-22 00:00:00,E,92,15041.04345,79.57332676,127.7202129,37.39006944,1,8,93
2788,2015-12-22 00:00:00,G,47,26551.90951,74.05748704,71.69699459,27.64284722,84,8,131
2789,2015-12-22 00:00:00,H,55,21863.09681,77.37360582,46.23181923,45.95520833,11,8,66
2790,2015-12-23 00:00:00,A,59,9990.871232,65.34281981,72.64085146,31.34284722,4,8,63
2791,2015-12-23 00:00:00,B,57,14942.26601,72.99463103,82.34842724,28.67847222,15,8,72
2792,2015-12-23 00:00:00,C,15,15037.13349,74.89969422,74.31088065,30.43104167,51,8,66
2793,2015-12-23 00:00:00,D,26,19398.86675,74.7098167,67.65980697,31.58243056,54,8,80
2794,2015-12-23 00:00:00,F,16,10043.96035,84.01039567,84.17500637,30.00680556,45,8,61
2795,2015-12-23 00:00:00,E,92,14953.72093,79.36263585,127.7681132,37.318125,1,8,93
2796,2015-12-23 00:00:00,G,47,26471.18544,72.784203,71.34954267,27.549375,84,8,131
2797,2015-12-23 00:00:00,H,55,21656.35712,79.034546,15.68651539,44.38576389,11,8,66
2798,2015-12-24 00:00:00,A,59,10060.05646,66.30928267,73.26609207,31.58410826,4,8,63
2799,2015-12-24 00:00:00,B,57,14932.97217,73.12485606,82.59153883,28.58854962,15,8,72
2800,2015-12-24 00:00:00,C,15,15054.08324,74.37608829,73.75749128,30.2462179,51,8,66
2801,2015-12-24 00:00:00,D,26,19507.65484,74.73701174,67.54820571,31.57300486,54,8,80
2802,2015-12-24 00:00:00,F,16,10039.4291,84.05244686,84.19067519,29.788966,45,8,61
2803,2015-12-24 00:00:00,E,92,14995.65481,79.27489572,127.9962484,37.31998612,1,8,93
2804,2015-12-24 00:00:00,G,47,26562.55535,73.79667202,70.50017687,27.24413602,84,8,131
2805,2015-12-24 00:00:00,H,33,21896.94583,74.30803478,71.94593347,45.69389313,4,8,37
2806,2015-12-25 00:00:00,A,59,10095.88418,66.38325432,73.07872208,31.84881944,4,8,63
2807,2015-12-25 00:00:00,B,57,14969.32629,73.19042723,82.02448317,28.59375,15,8,72
2808,2015-12-25 00:00:00,C,15,15005.68594,73.75210008,75.62553538,30.10416667,51,8,66
2809,2015-12-25 00:00:00,D,26,19456.41318,74.76516648,68.66175735,31.59527778,54,8,80
2810,2015-12-25 00:00:00,F,16,10026.61254,83.95996063,84.77023229,29.74465278,45,8,61
2811,2015-12-25 00:00:00,E,92,15017.3796,79.92094756,127.7368703,37.30854167,1,8,93
2812,2015-12-25 00:00:00,G,47,26535.79718,74.04975405,72.14468018,26.99611111,84,8,131
2813,2015-12-25 00:00:00,H,33,21960.42958,75.61345011,66.20326678,44.88444444,4,8,37
2814,2015-12-26 00:00:00,A,59,10023.75952,66.31079108,73.15078396,31.94805556,4,8,63
2815,2015-12-26 00:00:00,B,55,14959.50016,73.31992703,83.33045939,28.63916667,17,8,72
2816,2015-12-26 00:00:00,C,14,14977.42622,73.46313632,73.94582601,29.71861111,46,8,60
2817,2015-12-26 00:00:00,D,26,19397.16218,74.38446456,68.50228838,31.54583333,54,8,80
2818,2015-12-26 00:00:00,F,14,9982.58973,84.37134921,84.49246437,29.81145833,41,8,55
2819,2015-12-26 00:00:00,E,92,14978.92495,78.99520361,127.6992276,37.23506944,1,8,93
2820,2015-12-26 00:00:00,G,47,26543.89163,74.14220247,72.96606659,27.29888889,84,8,131
2821,2015-12-26 00:00:00,H,47,21897.32377,79.97354568,80.00488355,48.77152778,5,8,52
2822,2015-12-27 00:00:00,A,59,9967.800592,66.20787581,73.98484593,32.14152778,2,8,61
2823,2015-12-27 00:00:00,B,55,14882.95476,72.59330354,82.54857072,28.55618056,17,8,72
2824,2015-12-27 00:00:00,C,14,14899.22375,73.96986972,73.3865575,29.55256944,46,8,60
2825,2015-12-27 00:00:00,D,24,19376.34258,74.753219,70.08101786,31.49506944,51,8,75
2826,2015-12-27 00:00:00,F,14,9956.476497,84.91807889,83.37053474,29.71263889,41,8,55
2827,2015-12-27 00:00:00,E,95,14944.36468,79.29867848,129.1358599,37.229375,1,8,96
2828,2015-12-27 00:00:00,G,48,26543.77522,73.43490835,79.78620976,28.07493056,88,8,136
2829,2015-12-27 00:00:00,H,41,21931.59736,80.58701489,79.86668859,47.78715278,4,8,45
2830,2015-12-28 00:00:00,A,59,10054.32895,66.49703423,74.25265771,31.4888966,2,8,61
2831,2015-12-28 00:00:00,B,55,14891.2419,72.77700264,82.93626512,28.63476752,17,8,72
2832,2015-12-28 00:00:00,C,14,14970.24735,73.64404638,75.32901499,30.3945177,46,8,60
2833,2015-12-28 00:00:00,D,24,19454.02221,74.61320066,69.55700456,31.90589868,51,8,75
2834,2015-12-28 00:00:00,F,14,9943.987038,83.87771032,85.43582014,29.71637752,41,8,55
2835,2015-12-28 00:00:00,E,95,14907.02494,79.61861271,128.4061934,37.24476058,1,8,96
2836,2015-12-28 00:00:00,G,48,26555.10226,73.14292517,78.66277584,27.87931992,88,8,136
2837,2015-12-28 00:00:00,H,50,21978.19066,79.02956574,76.43686669,46.14760583,2,8,52
2838,2015-12-29 00:00:00,A,59,10031.94824,66.34111758,70.53953219,31.46104167,2,8,61
2839,2015-12-29 00:00:00,B,55,14952.32909,72.85748031,81.30088459,28.65395833,17,8,72
2840,2015-12-29 00:00:00,C,14,14955.2016,73.46411567,75.74147153,30.11409722,46,8,60
2841,2015-12-29 00:00:00,D,24,19450.31059,74.58221589,71.53051474,32.38006944,51,8,75
2842,2015-12-29 00:00:00,F,14,9906.929259,84.22074523,84.54179655,29.80625,41,8,55
2843,2015-12-29 00:00:00,E,95,14989.79447,79.33360611,128.6172122,37.24333333,1,8,96
2844,2015-12-29 00:00:00,G,48,26501.93636,74.05558689,77.89124316,27.85194444,88,8,136
2845,2015-12-29 00:00:00,H,50,21935.33929,81.14456712,77.11418211,48.90222222,2,8,52
2846,2015-12-30 00:00:00,A,59,9990.700261,66.29882143,70.74431527,31.61388889,2,8,61
2847,2015-12-30 00:00:00,B,55,14927.64739,73.3861684,82.61928115,28.680625,17,8,72
2848,2015-12-30 00:00:00,C,14,14928.27708,73.97050644,74.35117309,30.249375,46,8,60
2849,2015-12-30 00:00:00,D,24,19475.54881,75.03854811,71.06998659,32.66243056,51,8,75
2850,2015-12-30 00:00:00,F,14,10029.61016,84.42073866,85.73039768,29.87847222,41,8,55
2851,2015-12-30 00:00:00,E,95,14973.42602,79.1801564,128.3850742,37.28055556,1,8,96
2852,2015-12-30 00:00:00,G,48,26588.49845,73.55315773,74.61985827,27.719375,88,8,136
2853,2015-12-30 00:00:00,H,50,21925.98562,78.73578331,76.89965921,49.31138889,2,8,52
2854,2015-12-31 00:00:00,A,59,9997.995503,65.89731229,70.14153736,31.42165163,2,8,61
2855,2015-12-31 00:00:00,B,55,14923.33617,72.91344067,83.72492689,28.58383067,17,8,72
2856,2015-12-31 00:00:00,C,14,14943.93114,74.19704155,72.38635237,30.13129771,46,8,60
2857,2015-12-31 00:00:00,D,24,19359.0095,75.18070515,70.27998249,32.44878557,51,8,75
2858,2015-12-31 00:00:00,F,14,10028.64597,84.48719604,85.4812174,29.71471201,41,8,55
2859,2015-12-31 00:00:00,E,95,14887.50053,79.99416159,127.8908369,38.3500347,1,8,96
2860,2015-12-31 00:00:00,G,48,26458.11778,73.27014133,73.796802,27.45440666,88,8,136
2861,2015-12-31 00:00:00,H,50,21970.65508,78.98216212,76.07063101,48.08202637,2,8,52
2862,2016-01-01 00:00:00,A,59,9980.846913,65.61698327,70.64741783,31.41916667,2,10,61
2863,2016-01-01 00:00:00,B,55,14881.03506,73.19438036,83.13178626,28.55347222,17,12,72
2864,2016-01-01 00:00:00,C,14,14980.04398,72.9240372,73.99146633,29.60125,46,9,60
2865,2016-01-01 00:00:00,D,24,19502.99477,75.26243965,70.30927539,32.37791667,51,11,75
2866,2016-01-01 00:00:00,F,14,9996.444656,84.773884,83.10112979,29.72180556,41,9,55
2867,2016-01-01 00:00:00,E,95,14972.13015,79.51541562,127.0997338,37.34013889,1,11,96
2868,2016-01-01 00:00:00,G,48,26581.31737,73.790637,74.88734924,27.431875,88,16,136
2869,2016-01-01 00:00:00,H,50,21981.75452,79.99853687,77.37152155,47.87458333,2,8,52
2870,2016-01-02 00:00:00,A,59,10039.84545,66.01892873,70.78138576,31.17548611,2,10,61
2871,2016-01-02 00:00:00,B,55,14911.71482,73.05226536,84.13584761,28.63076389,17,12,72
2872,2016-01-02 00:00:00,C,14,15007.08243,73.40936066,73.84162784,29.60576389,46,9,60
2873,2016-01-02 00:00:00,D,24,19482.08694,75.33434365,70.25108475,32.49444444,51,11,75
2874,2016-01-02 00:00:00,F,14,9948.671419,84.72054213,85.69993032,29.58868056,41,9,55
2875,2016-01-02 00:00:00,E,93,14966.17615,79.23733282,128.3336637,37.38701389,1,11,94
2876,2016-01-02 00:00:00,G,48,26586.16936,73.34594941,73.80264618,27.45458333,88,16,136
2877,2016-01-02 00:00:00,H,50,21985.17915,81.17956094,77.82595684,48.54048611,2,16,52
2878,2016-01-03 00:00:00,A,59,10026.50815,66.31907302,71.07745849,31.19034722,2,10,61
2879,2016-01-03 00:00:00,B,55,14908.98164,72.43606915,82.88431677,28.60583333,17,12,72
2880,2016-01-03 00:00:00,C,14,15010.2447,74.06926599,73.9257447,29.85291667,46,9,60
2881,2016-01-03 00:00:00,D,24,19449.37924,75.58517358,70.79443476,32.47395833,51,11,75
2882,2016-01-03 00:00:00,F,14,9943.900366,84.1226315,85.10218695,29.60138889,41,9,55
2883,2016-01-03 00:00:00,E,93,14982.39511,79.28980753,127.75373,37.38444444,1,11,94
2884,2016-01-03 00:00:00,G,48,26529.18845,73.68230657,73.95442324,27.42041667,88,15,136
2885,2016-01-03 00:00:00,H,50,21924.57684,80.7403962,80.46553192,50.21986111,2,9,52
2886,2016-01-04 00:00:00,A,62,10013.58581,66.66771323,71.20447063,31.47876475,2,10,64
2887,2016-01-04 00:00:00,B,55,14918.02918,73.18090046,82.05031653,28.59764053,17,12,72
2888,2016-01-04 00:00:00,C,14,14931.52272,73.60432813,75.03836662,29.72886884,46,9,60
2889,2016-01-04 00:00:00,D,24,19459.86507,74.74789152,71.45973245,32.55475364,51,11,75
2890,2016-01-04 00:00:00,F,14,9979.409005,83.87707875,84.84787174,29.61158917,41,9,55
2891,2016-01-04 00:00:00,E,93,14984.92934,79.18371514,128.4460295,37.35142262,1,10,94
2892,2016-01-04 00:00:00,G,46,26596.68931,73.67777567,74.94299854,27.61866759,86,15,132
2893,2016-01-04 00:00:00,H,50,21931.82045,80.29300144,80.46835229,49.91068702,2,9,52
2894,2016-01-05 00:00:00,A,62,10090.31146,66.47964637,72.32476811,31.334375,2,10,64
2895,2016-01-05 00:00:00,B,54,14843.15098,72.7300356,82.09331387,28.62215278,17,12,71
2896,2016-01-05 00:00:00,C,17,14918.34477,72.80427487,75.49557218,29.57006944,50,9,67
2897,2016-01-05 00:00:00,D,21,19437.31001,75.05630082,69.61322269,32.69625,51,11,72
2898,2016-01-05 00:00:00,F,15,10003.18414,84.27017869,84.30950665,29.61097222,45,9,60
2899,2016-01-05 00:00:00,E,93,15019.00662,79.89836532,127.2188726,37.39006944,1,9,94
2900,2016-01-05 00:00:00,G,46,26587.03411,73.88941568,75.5954792,27.63131944,86,15,132
2901,2016-01-05 00:00:00,H,50,21916.8386,80.3136934,80.06412608,50.02444444,2,8,52
2902,2016-01-06 00:00:00,A,62,10095.66922,66.41553207,70.72737868,31.33208333,2,10,64
2903,2016-01-06 00:00:00,B,54,14866.49377,72.74935519,81.41527923,28.57923611,17,12,71
2904,2016-01-06 00:00:00,C,17,15019.07737,73.95888425,74.06682664,29.83451389,50,9,67
2905,2016-01-06 00:00:00,D,21,19481.20411,75.07966865,69.98787218,32.61486111,51,11,72
2906,2016-01-06 00:00:00,F,15,9956.646845,83.93280138,85.76990243,29.60173611,45,9,60
2907,2016-01-06 00:00:00,E,93,14970.63997,80.09432172,128.0051547,37.39083333,1,9,94
2908,2016-01-06 00:00:00,G,46,26561.59721,73.63677826,75.1680054,27.68590278,86,15,132
2909,2016-01-06 00:00:00,H,43,21955.63848,80.50547038,81.22553549,49.57152778,1,8,44
2910,2016-01-07 00:00:00,A,62,10054.6919,66.15486256,70.29890231,31.28679775,2,10,64
2911,2016-01-07 00:00:00,B,54,14876.80571,73.04496346,82.3969083,28.61615169,17,12,71
2912,2016-01-07 00:00:00,C,17,15032.43739,73.01499291,73.83300527,29.52408708,50,9,67
2913,2016-01-07 00:00:00,D,21,19398.62936,75.48900481,70.20968932,32.49880618,51,11,72
2914,2016-01-07 00:00:00,F,15,9954.5324,84.29932454,84.47025397,29.57282303,45,9,60
2915,2016-01-07 00:00:00,E,93,14915.87814,79.79974425,127.2439194,37.32359551,1,9,94
2916,2016-01-07 00:00:00,G,46,26558.36123,73.45324162,75.31435066,27.50561798,86,15,132
2917,2016-01-07 00:00:00,H,43,21961.85639,80.73423824,79.37980136,48.85898876,1,7,44
2918,2016-01-08 00:00:00,A,62,10051.21807,65.820459,72.63040468,31.54059681,2,10,64
2919,2016-01-08 00:00:00,B,54,14917.25785,73.18947551,82.57215351,28.61554476,17,12,71
2920,2016-01-08 00:00:00,C,17,14961.9476,73.58371539,74.01579305,29.47397641,50,9,67
2921,2016-01-08 00:00:00,D,21,19467.37706,75.59180396,68.91532549,32.56655101,51,11,72
2922,2016-01-08 00:00:00,F,15,10029.57497,84.16842574,83.54878974,29.71408744,45,9,60
2923,2016-01-08 00:00:00,E,93,14956.05148,79.80340626,128.544167,37.37473976,1,9,94
2924,2016-01-08 00:00:00,G,46,26520.43132,73.11334442,74.35028519,27.55121443,86,15,132
2925,2016-01-08 00:00:00,H,43,21929.08992,80.60015615,80.96912623,49.02074948,1,7,44
2926,2016-01-09 00:00:00,A,62,10016.79391,65.80408077,72.83337534,31.26277778,2,10,64
2927,2016-01-09 00:00:00,B,54,14851.99087,72.9899346,83.41384629,28.86263889,17,12,71
2928,2016-01-09 00:00:00,C,17,14995.27392,73.1072175,73.43042442,29.59645833,50,9,67
2929,2016-01-09 00:00:00,D,21,19458.20684,75.05023572,69.35371212,32.714375,51,11,72
2930,2016-01-09 00:00:00,F,15,10032.45424,84.65214785,84.72542084,29.72368056,45,9,60
2931,2016-01-09 00:00:00,E,93,14937.08491,79.76398589,128.2340279,37.45201389,1,9,94
2932,2016-01-09 00:00:00,G,46,26527.0198,73.84679253,75.50245314,27.65680556,86,15,132
2933,2016-01-09 00:00:00,H,43,22060.35083,77.42063824,78.50887288,49.33701389,1,7,44
2934,2016-01-10 00:00:00,A,62,10005.7449,66.59039356,76.3454355,31.51951389,2,10,64
2935,2016-01-10 00:00:00,B,54,14910.85911,73.26761056,83.7327018,28.7775,17,12,71
2936,2016-01-10 00:00:00,C,17,15008.74964,73.29043563,73.6316468,29.53090278,50,9,67
2937,2016-01-10 00:00:00,D,21,19440.29662,75.32185611,69.75716661,32.66902778,51,11,72
2938,2016-01-10 00:00:00,F,15,10018.63467,84.22454977,84.1718326,30.06895833,45,9,60
2939,2016-01-10 00:00:00,E,93,14887.42713,80.15154825,128.7608938,37.40652778,1,9,94
2940,2016-01-10 00:00:00,G,46,26540.71582,73.23961607,74.36014375,27.58152778,86,15,132
2941,2016-01-10 00:00:00,H,50,19794.97744,77.59100232,18.15103447,48.55986111,1,7,51
2942,2016-01-11 00:00:00,A,62,9974.44672,66.09365189,76.2321722,31.38569435,2,10,64
2943,2016-01-11 00:00:00,B,54,14904.81453,72.94470082,82.54316065,28.74919749,17,12,71
2944,2016-01-11 00:00:00,C,15,15012.26551,72.76491715,73.59699241,29.45457083,49,9,64
2945,2016-01-11 00:00:00,D,21,19503.7621,75.61241537,70.27861486,32.68115841,51,11,72
2946,2016-01-11 00:00:00,F,15,9976.569193,85.0171578,83.83986352,29.84773203,45,9,60
2947,2016-01-11 00:00:00,E,93,14936.66421,80.35757167,127.1644359,37.60837404,1,9,94
2948,2016-01-11 00:00:00,G,46,26536.62246,73.92850587,75.69778572,27.59036985,86,15,132
2949,2016-01-11 00:00:00,H,57,21978.02079,81.43605962,63.13881361,49.94089323,1,7,58
2950,2016-01-12 00:00:00,A,62,10018.63732,66.13881174,72.5411838,31.41458333,2,10,64
2951,2016-01-12 00:00:00,B,54,14930.35345,72.90301764,82.0089706,28.74555556,20,12,74
2952,2016-01-12 00:00:00,C,15,14933.44297,73.36263166,74.384492,29.94090278,49,9,64
2953,2016-01-12 00:00:00,D,21,19430.43321,75.90079429,70.14935387,32.86743056,51,11,72
2954,2016-01-12 00:00:00,F,15,10058.10639,84.5806815,85.47067059,29.66986111,45,11,60
2955,2016-01-12 00:00:00,E,93,14969.25025,79.78502691,127.8162957,37.44590278,1,9,94
2956,2016-01-12 00:00:00,G,46,26547.46583,73.35600974,74.38271012,27.60534722,86,15,132
2957,2016-01-12 00:00:00,H,57,21937.84891,82.5772094,79.33015258,52.03208333,1,7,58
2958,2016-01-13 00:00:00,A,62,9988.178774,66.27391518,74.43503566,31.33018868,2,7,64
2959,2016-01-13 00:00:00,B,54,14910.80582,73.03865533,77.86549778,28.76867925,20,7,74
2960,2016-01-13 00:00:00,C,15,14969.91229,75.37592516,70.95409959,31.22560748,49,7,64
2961,2016-01-13 00:00:00,D,21,19502.63621,75.0300579,70.23296045,32.60845865,51,7,72
2962,2016-01-13 00:00:00,F,15,9996.635463,84.53776795,85.73690065,29.72205607,45,7,60
2963,2016-01-13 00:00:00,E,93,14950.50184,79.38014425,128.5896001,37.4287594,1,7,94
2964,2016-01-13 00:00:00,G,46,26577.39998,73.28084406,74.92425558,27.56471698,86,7,132
2965,2016-01-13 00:00:00,H,29,22003.22086,83.59697312,78.21448673,56.91913696,4,7,33
2966,2016-01-14 00:00:00,A,61,9987.344131,66.71945652,75.35941242,31.44798611,2,7,63
2967,2016-01-14 00:00:00,B,54,14854.51455,73.13492962,81.76679805,28.54993056,20,7,74
2968,2016-01-14 00:00:00,C,15,14991.98095,73.64651491,73.37366755,30.12923611,49,7,64
2969,2016-01-14 00:00:00,D,21,19440.36726,75.17133175,69.79244147,32.5075,53,7,74
2970,2016-01-14 00:00:00,F,14,9976.710479,84.35858298,84.50409958,29.79597222,43,7,57
2971,2016-01-14 00:00:00,E,94,14885.10315,80.16637561,127.0692858,38.00111111,1,7,95
2972,2016-01-14 00:00:00,G,46,26524.24997,73.69422111,71.37546469,27.716875,86,7,132
2973,2016-01-14 00:00:00,H,29,21976.35538,83.21667833,82.73642582,57.45625,4,7,33
2974,2016-01-15 00:00:00,A,61,10030.2748,66.56480437,77.50254951,31.59521166,2,7,63
2975,2016-01-15 00:00:00,B,54,14874.1767,72.44200896,82.14980606,28.54753643,20,7,74
2976,2016-01-15 00:00:00,C,15,15054.88772,73.46324417,74.83856706,29.6221374,49,7,64
2977,2016-01-15 00:00:00,D,21,19429.73522,75.60698815,68.54812872,32.87272727,53,7,74
2978,2016-01-15 00:00:00,F,14,9984.401001,84.28801277,84.18199623,29.8834143,43,7,57
2979,2016-01-15 00:00:00,E,94,14860.98217,79.68733967,128.239354,37.77890354,1,7,95
2980,2016-01-15 00:00:00,G,46,26611.89557,72.93747078,72.72305598,27.59930604,86,7,132
2981,2016-01-15 00:00:00,H,29,21988.26094,84.26287869,85.25498768,57.65114504,4,7,33
2982,2016-01-16 00:00:00,A,61,10046.41435,65.82063738,76.16671337,31.36458333,2,7,63
2983,2016-01-16 00:00:00,B,54,14892.5629,72.97588874,80.4914382,28.56458333,20,7,74
2984,2016-01-16 00:00:00,C,15,15015.78743,73.43502721,73.19004289,29.49104167,49,7,64
2985,2016-01-16 00:00:00,D,21,19497.49883,73.50895724,68.70325431,32.73333333,53,7,74
2986,2016-01-16 00:00:00,F,14,10009.5719,84.1551338,84.10008217,30.00118056,43,7,57
2987,2016-01-16 00:00:00,E,94,14914.62552,79.79907462,128.9677421,37.57506944,1,7,95
2988,2016-01-16 00:00:00,G,53,26541.80848,73.46111471,73.16889184,27.60965278,81,7,134
2989,2016-01-16 00:00:00,H,29,21906.57293,84.38101191,84.89467779,57.3975,5,7,34
2990,2016-01-17 00:00:00,A,61,10031.30949,65.68386465,71.05806145,32.13770833,2,7,63
2991,2016-01-17 00:00:00,B,54,14855.56454,72.88947816,80.79927789,28.76111111,20,7,74
2992,2016-01-17 00:00:00,C,15,14993.83691,72.6120917,73.815794,29.35222222,49,7,64
2993,2016-01-17 00:00:00,D,21,19487.86597,74.14417384,70.14014293,32.46701389,53,7,74
2994,2016-01-17 00:00:00,F,14,9966.360937,84.02284845,84.62711671,30.04402778,43,7,57
2995,2016-01-17 00:00:00,E,94,14890.44076,80.08646219,128.2258147,37.61993056,1,7,95
2996,2016-01-17 00:00:00,G,53,26583.34932,73.70805311,73.89393252,27.52631944,81,7,134
2997,2016-01-17 00:00:00,H,29,21995.50255,83.73190312,83.44171552,57.36333333,5,7,34
2998,2016-01-18 00:00:00,A,61,10026.32255,66.45246059,70.18650627,33.21950035,2,7,63
2999,2016-01-18 00:00:00,B,54,14869.76153,72.75522556,81.87359612,28.98063845,20,7,74
3000,2016-01-18 00:00:00,C,15,14965.25405,73.2308638,72.21542033,29.83678001,49,7,64
3001,2016-01-18 00:00:00,D,21,19414.55635,74.07957298,69.1644968,32.27293546,53,7,74
3002,2016-01-18 00:00:00,F,14,9942.501133,84.71349771,84.09702441,29.83920888,43,7,57
3003,2016-01-18 00:00:00,E,94,14912.31893,79.4331182,128.3768571,37.64399722,1,7,95
3004,2016-01-18 00:00:00,G,53,26514.85679,72.94945837,70.36547593,27.80645385,81,7,134
3005,2016-01-18 00:00:00,H,29,21931.24522,83.69044391,84.12911155,57.52449688,5,7,34
3006,2016-01-19 00:00:00,A,61,10050.4847,67.22267179,73.98883558,33.41180556,2,7,63
3007,2016-01-19 00:00:00,B,54,14912.39652,73.01226451,81.64920182,28.93013889,20,7,74
3008,2016-01-19 00:00:00,C,15,14987.60019,73.19263861,74.64061285,29.24159722,49,7,64
3009,2016-01-19 00:00:00,D,21,19458.1719,74.45454909,68.54969535,32.33583333,53,7,74
3010,2016-01-19 00:00:00,F,14,10039.73356,84.18123538,84.69457379,30.16513889,43,7,57
3011,2016-01-19 00:00:00,E,94,14882.752,79.46464847,127.3439522,37.71076389,1,7,95
3012,2016-01-19 00:00:00,G,53,26547.5644,73.41184847,71.68151516,27.89819444,81,7,134
3013,2016-01-19 00:00:00,H,29,21915.8984,83.53670835,84.29146304,57.34138889,5,7,34
3014,2016-01-20 00:00:00,A,61,10046.85362,66.93749154,76.40421715,33.41458333,2,7,63
3015,2016-01-20 00:00:00,B,54,14881.77439,73.30220059,81.50160186,28.94805556,20,7,74
3016,2016-01-20 00:00:00,C,15,14988.84129,73.05005858,73.06604943,29.14111111,49,7,64
3017,2016-01-20 00:00:00,D,21,19445.3692,73.81624159,67.64838612,31.98805556,53,7,74
3018,2016-01-20 00:00:00,F,14,10033.05923,84.47814039,84.7300383,29.80111111,43,7,57
3019,2016-01-20 00:00:00,E,94,14882.70281,79.40127292,128.7153041,37.62097222,1,7,95
3020,2016-01-20 00:00:00,G,53,26583.48918,72.74613435,72.75518674,27.8375,81,7,134
3021,2016-01-20 00:00:00,H,29,21955.34555,83.27111767,80.85123834,56.45118056,5,7,34
3022,2016-01-21 00:00:00,A,61,10010.41172,67.38461871,74.5582044,33.47480916,2,7,63
3023,2016-01-21 00:00:00,B,55,14891.5303,72.85613873,81.96038268,28.951839,20,7,75
3024,2016-01-21 00:00:00,C,15,15090.74278,72.51545719,73.39172194,29.28174879,49,7,64
3025,2016-01-21 00:00:00,D,21,19466.35301,73.81505602,69.11972984,31.84649549,53,7,74
3026,2016-01-21 00:00:00,F,14,10022.55093,84.16133155,85.77810657,29.72949341,43,7,57
3027,2016-01-21 00:00:00,E,94,14841.37902,79.2002827,128.5423817,37.52734212,1,7,95
3028,2016-01-21 00:00:00,G,53,26565.0858,73.52849687,71.48111916,27.72990978,81,7,134
3029,2016-01-21 00:00:00,H,29,21902.10033,84.01154099,81.8390877,56.83275503,5,7,34
3030,2016-01-22 00:00:00,A,61,9993.363143,67.56682703,75.53835045,33.525,2,7,63
3031,2016-01-22 00:00:00,B,53,14869.06212,72.84373223,82.95279667,28.97270833,22,7,75
3032,2016-01-22 00:00:00,C,15,15067.84524,72.56958677,74.09149487,29.10875,49,7,64
3033,2016-01-22 00:00:00,D,21,19411.4214,74.03573724,69.61330062,32.0675,53,7,74
3034,2016-01-22 00:00:00,F,14,9991.375768,84.40041794,83.48547988,29.78916667,43,7,57
3035,2016-01-22 00:00:00,E,94,14918.17042,79.90794668,128.4929726,37.44819444,1,7,95
