PRIMARY_TAG,Date,Well,OilDay,Injgas,AnnulusA,AnnulusB,WHP,WaterDay,Choke,TotLiq,,
4454,01-08-2016 00:00,A,56,10019.56692,67.29581709,70.52520124,30.8025,0,7,56,,
4461,02-08-2016 00:00,A,60,10075.52862,68.1808366,71.96855937,31.06967384,0,7,60,,
4468,03-08-2016 00:00,A,60,10067.11659,66.95297842,71.7273523,30.46340278,0,7,60,,
4475,04-08-2016 00:00,A,60,10065.05204,67.12316523,70.71696256,30.26041667,0,7,60,,
4482,05-08-2016 00:00,A,60,10040.66543,67.75582417,70.05543863,30.41138889,0,7,60,,
4490,06-08-2016 00:00,A,60,10003.41121,67.4149698,71.02168808,30.34420541,0,7,60,,
4498,07-08-2016 00:00,A,60,10054.81135,67.40802194,70.28160888,30.40222222,0,7,60,,
4506,08-08-2016 00:00,A,60,10085.21771,66.94229266,70.85796736,30.18479167,0,7,60,,
4514,09-08-2016 00:00,A,60,10017.99768,67.47414994,71.6987655,30.27298611,0,7,60,,
4522,10-08-2016 00:00,A,60,10006.28044,67.91214344,70.53615198,30.22852186,0,7,60,,
4530,11-08-2016 00:00,A,60,10004.81796,66.91459512,69.27759312,30.08770833,0,7,60,,
4538,12-08-2016 00:00,A,60,10133.20773,67.23876936,69.37094588,30.12923611,0,7,60,,
4546,13-08-2016 00:00,A,60,10074.45996,67.30657299,69.65878737,30.06145833,0,7,60,,
4554,14-08-2016 00:00,A,60,10173.08207,66.97222613,68.57805485,30.14358085,0,7,60,,
4562,15-08-2016 00:00,A,60,10118.42123,67.43133436,68.31223436,30.25354167,0,7,60,,
4570,16-08-2016 00:00,A,60,10035.14445,66.93590777,70.30448582,30.44541667,0,7,60,,
4578,17-08-2016 00:00,A,60,10014.8274,66.66757971,69.84523435,30.24361111,0,7,60,,
4586,18-08-2016 00:00,A,60,10085.79595,67.17884399,68.20153037,30.06141568,0,7,60,,
4594,19-08-2016 00:00,A,60,10046.2312,66.50330221,68.86682905,30.16256944,0,7,60,,
4602,20-08-2016 00:00,A,60,10084.94349,66.23995772,70.19247109,30.078125,0,7,60,,
4610,21-08-2016 00:00,A,60,10037.18009,66.27872316,69.90191724,30.008125,0,7,60,,
4618,22-08-2016 00:00,A,60,10089.24436,67.26990931,68.97292978,30.0593338,0,7,60,,
4626,23-08-2016 00:00,A,60,10040.59177,66.77307894,69.02949806,30.21215278,0,7,60,,
4634,24-08-2016 00:00,A,60,9974.099741,67.24011338,69.8405111,30.15631944,0,7,60,,
4642,25-08-2016 00:00,A,60,10019.05224,66.81105056,69.02025002,30.150625,0,7,60,,
4650,26-08-2016 00:00,A,60,9998.960103,66.49428814,70.42235279,30.24788341,0,7,60,,
4658,27-08-2016 00:00,A,60,10065.18349,66.73343539,69.9000126,30.26694444,0,7,60,,
4665,28-08-2016 00:00,A,59,10073.96217,66.6217517,70.0316707,30.37527778,0,7,59,,
4672,29-08-2016 00:00,A,59,10096.75078,67.11915042,69.00157845,30.15298611,0,7,59,,
4679,30-08-2016 00:00,A,59,10051.21978,67.25794228,69.4363128,30.19777932,0,7,59,,
4686,31-08-2016 00:00,A,59,10097.89629,67.56965369,69.28855923,30.26208333,0,7,59,,
4693,01-09-2016 00:00,A,59,10043.79931,66.85921391,71.53896268,30.46756944,0,7,59,,
4700,02-09-2016 00:00,A,59,10118.6393,66.69475851,69.76510143,30.14479167,0,7,59,,
4707,03-09-2016 00:00,A,60,10067.1692,66.68947854,67.76909804,29.99923664,0,7,60,,
4714,04-09-2016 00:00,A,60,10003.10026,66.81609912,70.34422436,30.00104167,0,7,60,,
4721,05-09-2016 00:00,A,60,10077.46969,66.33781084,69.13335674,29.83763889,0,7,60,,
4728,06-09-2016 00:00,A,58,10095.49405,66.74520477,67.27258523,29.94236111,0,7,58,,
4735,07-09-2016 00:00,A,58,10022.33728,67.39207254,69.40752446,30.0832755,0,7,58,,
4742,08-09-2016 00:00,A,58,10095.19655,67.21973745,68.33406186,29.92868056,0,7,58,,
4749,09-09-2016 00:00,A,58,10031.42548,67.00731071,68.55551429,29.81458333,0,7,58,,
4756,10-09-2016 00:00,A,58,10260.98516,67.06380052,68.94217921,30.04451389,0,7,58,,
4763,11-09-2016 00:00,A,58,10325.21494,67.23116201,68.75060253,29.97244969,0,7,58,,
4770,12-09-2016 00:00,A,55,10184.93869,66.88267967,69.52808326,29.99194444,0,7,55,,
4776,13-09-2016 00:00,A,55,10026.45851,66.82221763,68.7785506,29.76798611,0,7,55,,
4782,14-09-2016 00:00,A,57,9985.3271,66.64164371,69.76014953,29.85604167,0,7,57,,
4789,15-09-2016 00:00,A,57,10000.32199,66.30489311,69.22399189,29.96209335,0,7,57,,
4796,16-09-2016 00:00,A,59,9960.695641,67.06767679,67.99553987,29.89645833,0,7,59,,
4803,17-09-2016 00:00,A,59,10053.12233,66.44017497,69.78170572,29.85655795,0,7,59,,
4810,18-09-2016 00:00,A,59,10010.52217,67.20636234,70.06695318,30.14583333,0,7,59,,
4817,19-09-2016 00:00,A,59,9983.005,66.78979492,69.35175788,30.000625,0,7,59,,
4824,20-09-2016 00:00,A,59,10018.20243,66.52911595,69.54424357,29.81791667,0,7,59,,
4831,21-09-2016 00:00,A,59,9948.955591,66.456603,70.06215076,29.67668286,0,7,59,,
4838,22-09-2016 00:00,A,59,10030.88312,66.98609612,69.96978845,29.74402778,0,7,59,,
4845,23-09-2016 00:00,A,59,9968.993289,66.57525821,68.60876139,29.77715278,0,7,59,,
4852,24-09-2016 00:00,A,59,10035.02953,66.43934754,68.88224386,29.7525,0,7,59,,
4859,25-09-2016 00:00,A,59,10030.95114,66.89785711,69.66258604,29.77126995,0,7,59,,
4866,26-09-2016 00:00,A,59,10020.00891,66.71315879,68.66850288,29.42006944,0,7,59,,
4873,27-09-2016 00:00,A,59,10035.79159,67.00424687,68.68673456,29.71118056,0,7,59,,
4880,28-09-2016 00:00,A,59,9997.309376,66.56917892,70.44327559,29.81451389,0,7,59,,
4887,29-09-2016 00:00,A,59,10101.73221,66.67878546,69.61705349,29.78125,0,7,59,,
4895,30-09-2016 00:00,A,59,9951.585221,66.81504024,68.63532327,29.596322,0,7,59,,
4903,01-10-2016 00:00,A,59,9977.168943,66.32396824,69.24725899,29.63770833,0,7,59,,
4911,02-10-2016 00:00,A,59,9949.870734,66.90316762,69.55788357,29.64402778,0,7,59,,
4919,03-10-2016 00:00,A,59,10025.49678,66.65671962,70.0257412,29.6075,0,7,59,,
4927,04-10-2016 00:00,A,60,9977.779502,66.71923062,69.35707969,29.83199167,0,7,60,,
4935,05-10-2016 00:00,A,60,9958.654761,67.23440187,70.20669277,29.58590278,0,7,60,,
4943,06-10-2016 00:00,A,60,9981.56079,66.82668652,68.54743847,29.56458333,0,7,60,,
4951,07-10-2016 00:00,A,60,10042.97615,66.80761184,70.27296014,29.90788555,0,7,60,,
4959,08-10-2016 00:00,A,60,10038.27652,66.98471643,69.48587145,29.67120056,0,7,60,,
4967,09-10-2016 00:00,A,60,10061.05362,66.33663268,68.48562225,29.49270833,0,7,60,,
4975,10-10-2016 00:00,A,60,10048.46138,66.78886698,69.16820155,29.60118056,0,7,60,,
4983,11-10-2016 00:00,A,60,9978.156518,67.26973993,69.79102375,29.58549618,0,7,60,,
4991,12-10-2016 00:00,A,60,10050.43595,67.15214382,69.11402688,29.52972222,0,7,60,,
4999,13-10-2016 00:00,A,60,10106.06347,67.16951545,69.99433652,29.38076389,0,7,60,,
5007,14-10-2016 00:00,A,60,9995.385507,66.86064233,68.88820601,29.444375,0,7,60,,
5014,15-10-2016 00:00,A,60,10030.34996,66.8544184,69.12749424,29.49243581,0,7,60,,
5020,16-10-2016 00:00,A,60,9999.248923,67.17741284,68.95706472,29.51222222,0,7,60,,
5026,17-10-2016 00:00,A,60,10037.70668,66.92089392,70.97791545,29.56277778,0,7,60,,
5032,18-10-2016 00:00,A,60,10116.51371,67.08831555,70.49509337,29.25336572,0,7,60,,
5038,19-10-2016 00:00,A,60,10121.13434,67.30335528,70.47262789,29.37159722,0,7,60,,
5044,20-10-2016 00:00,A,60,10067.48025,67.44103692,69.61755385,29.2925,0,7,60,,
5050,21-10-2016 00:00,A,57,9999.82919,66.63969202,70.31709088,29.30409438,0,7,57,,
5056,22-10-2016 00:00,A,57,10026.18823,67.33284233,70.27724609,29.17923611,0,7,57,,
5062,23-10-2016 00:00,A,57,10070.6342,67.34356533,69.30930005,29.33263889,0,7,57,,
5068,24-10-2016 00:00,A,57,10147.09,67.47790434,69.43100804,29.41922276,0,7,57,,
5074,25-10-2016 00:00,A,58,10081.31195,67.48765382,71.21049199,29.44986111,0,7,58,,
5080,26-10-2016 00:00,A,58,10143.98397,67.5019901,71.58995234,29.32736111,0,7,58,,
5086,27-10-2016 00:00,A,58,10093.75834,67.19861261,70.73057938,29.54038862,0,7,58,,
5092,28-10-2016 00:00,A,60,10045.37487,67.56511155,70.52726769,29.42430556,0,7,60,,
5098,29-10-2016 00:00,A,60,10069.76826,67.23698555,70.96464013,29.53909722,0,7,60,,
5104,30-10-2016 00:00,A,60,10078.6961,67.71955443,70.23670118,29.41436502,0,7,60,,
5110,31-10-2016 00:00,A,60,10009.33438,66.74997507,70.16983072,29.24819444,0,7,60,,
5116,01-11-2016 00:00,A,60,10028.64324,67.72802262,70.83435662,29.33159722,0,7,60,,
5122,02-11-2016 00:00,A,60,10042.06769,67.25108285,71.17977549,29.48216516,0,7,60,,
5128,03-11-2016 00:00,A,60,10081.53868,66.87844947,72.61602031,29.46798611,0,7,60,,
5134,04-11-2016 00:00,A,62,10068.85034,66.90294443,70.53006116,29.47979167,0,7,62,,
5140,05-11-2016 00:00,A,62,10033.72568,67.88629903,71.82888553,29.43095073,0,7,62,,
5146,06-11-2016 00:00,A,62,10016.28848,67.20023151,74.45258982,29.64347222,0,7,62,,
5152,07-11-2016 00:00,A,62,10083.68069,67.4809437,73.89633896,29.72256944,0,7,62,,
5158,08-11-2016 00:00,A,62,10076.17878,67.27890581,73.36213722,29.70027759,0,7,62,,
5164,09-11-2016 00:00,A,62,10079.6421,67.808018,72.5188528,29.72604167,0,7,62,,
5170,10-11-2016 00:00,A,62,10077.2999,67.88342533,71.8542733,29.65208333,0,7,62,,
5176,11-11-2016 00:00,A,62,9996.979479,67.13157474,70.67353513,29.71429563,0,7,62,,
5182,12-11-2016 00:00,A,62,10020.82911,68.11376982,70.62473827,29.64194444,0,7,62,,
5188,13-11-2016 00:00,A,62,10081.70624,67.9454009,70.81616428,29.47708333,0,7,62,,
5194,14-11-2016 00:00,A,62,11388.69413,68.13493013,69.41979067,30.54649549,0,7,62,,
5200,15-11-2016 00:00,A,62,11506.63084,68.16469862,70.97556754,30.73715278,0,7,62,,
5206,16-11-2016 00:00,A,61,9790.341318,67.42298635,71.25960071,29.45986111,0,7,61,,
5212,17-11-2016 00:00,A,63,8946.170851,68.17683907,71.45158351,29.13900069,0,7,63,,
5218,18-11-2016 00:00,A,63,8041.90931,67.43105009,70.70149918,28.40736111,0,7,63,,
5224,19-11-2016 00:00,A,64,8102.12975,67.4811664,72.02411018,28.45423611,0,7,64,,
5230,20-11-2016 00:00,A,64,8091.713721,67.35094302,72.19746785,28.48438584,0,7,64,,
5236,21-11-2016 00:00,A,64,8147.358837,67.74478734,74.70770738,28.43506944,0,7,64,,
5242,22-11-2016 00:00,A,64,7988.868064,67.79228844,73.58558829,28.37222222,0,7,64,,
5248,23-11-2016 00:00,A,64,8011.311141,68.25679358,72.53514983,28.59514226,0,7,64,,
5254,24-11-2016 00:00,A,64,7954.307474,67.27586547,72.45573041,28.56243056,0,7,64,,
5260,25-11-2016 00:00,A,64,8029.707625,67.8704619,71.5990646,28.49666667,0,7,64,,
5266,26-11-2016 00:00,A,64,8033.932383,67.90371409,72.77204714,28.573125,0,7,64,,
5272,27-11-2016 00:00,A,64,8044.063264,67.5512793,72.72486044,28.65794587,0,7,64,,
5278,28-11-2016 00:00,A,64,8759.212373,68.40647883,72.63557539,29.11520833,0,7,64,,
5284,29-11-2016 00:00,A,64,9039.116164,67.81713242,71.43426325,29.29625,0,7,64,,
5290,30-11-2016 00:00,A,64,9122.8073,67.5364292,70.6454089,29.01804303,0,7,64,,
5296,01-12-2016 00:00,A,64,8987.474985,68.99230918,73.50450436,29.30125,0,7,64,,
5302,02-12-2016 00:00,A,64,8996.903358,67.64599923,70.60260291,29.17166667,0,7,64,,
5308,03-12-2016 00:00,A,62,9101.222828,67.4367027,70.94169205,29.00687023,0,7,62,,
5314,04-12-2016 00:00,A,62,9154.527194,68.03699527,69.50656944,29.01041667,0,7,62,,
5320,05-12-2016 00:00,A,62,9065.378191,67.76796118,70.43038354,28.88993056,0,7,62,,
5326,06-12-2016 00:00,A,62,9102.067,68.04324697,70.50419428,28.77432339,0,7,62,,
5332,07-12-2016 00:00,A,62,9023.558541,68.02939925,71.4806576,28.92013889,0,7,62,,
5338,08-12-2016 00:00,A,62,9130.602827,67.85078212,70.2443537,28.89104167,0,7,62,,
5344,09-12-2016 00:00,A,62,9112.258934,67.86983579,74.49587611,29.06335878,0,7,62,,
5350,10-12-2016 00:00,A,62,9054.642932,67.97631124,73.64514913,29.13236111,0,7,62,,
5356,11-12-2016 00:00,A,62,8984.130759,68.2926351,74.00742241,28.96465278,0,7,62,,
5362,12-12-2016 00:00,A,62,9043.05598,68.12222152,73.01661159,28.8685635,0,7,62,,
5368,13-12-2016 00:00,A,62,9065.570219,68.0120451,71.95468849,28.63465278,0,7,62,,
5374,14-12-2016 00:00,A,62,9046.158118,68.03402881,72.50364507,28.68694444,0,7,62,,
5380,15-12-2016 00:00,A,62,9127.174745,68.06870521,74.85190946,28.75225538,0,7,62,,
5386,16-12-2016 00:00,A,62,9059.445885,67.75560845,71.86694721,28.64902778,0,7,62,,
5392,17-12-2016 00:00,A,62,9059.541411,68.14446364,73.7450174,28.78430556,0,7,62,,
5398,18-12-2016 00:00,A,62,9027.962536,67.89033946,74.15909807,28.66682859,0,7,62,,
5404,19-12-2016 00:00,A,62,9093.191859,67.61994277,73.80583065,28.80736111,0,7,62,,
5410,20-12-2016 00:00,A,62,9107.784484,67.72218102,74.37418287,28.81798611,0,7,62,,
5416,21-12-2016 00:00,A,62,9045.36572,67.97986436,73.46905754,28.93206107,0,7,62,,
5422,22-12-2016 00:00,A,62,9043.335314,67.96742521,74.94960847,29.01604167,0,7,62,,
5428,23-12-2016 00:00,A,62,9104.991504,68.57612702,73.10560487,29.01548611,0,7,62,,
5434,24-12-2016 00:00,A,62,9075.018304,67.85121366,72.85650796,29.05045108,0,7,62,,
5440,25-12-2016 00:00,A,62,9042.922073,67.82292766,72.57456304,29.12104167,0,7,62,,
5447,26-12-2016 00:00,A,62,9035.069335,68.25485651,72.03987226,29.10895833,0,7,62,,
5454,27-12-2016 00:00,A,65,9065.263433,68.31558111,71.72796511,29.08917418,0,7,65,,
5461,28-12-2016 00:00,A,65,8997.809894,68.10562259,70.50092673,28.99835949,0,7,65,,
5468,29-12-2016 00:00,A,65,9010.74785,67.86594772,71.53225828,28.8264624,0,7,65,,
5475,30-12-2016 00:00,A,65,9045.497365,68.24540639,69.06836639,28.69979181,0,7,65,,
5482,31-12-2016 00:00,A,65,9034.194444,67.99534529,71.09432929,28.74203113,0,7,65,,
5489,01-01-2017 00:00,A,65,9033.635134,67.85026253,72.18284013,28.60875,0,10,65,,
5496,02-01-2017 00:00,A,65,9038.685467,68.64287696,73.72714187,28.72868056,0,10,65,,
5503,03-01-2017 00:00,A,65,9052.414014,68.31420512,75.67020927,28.83976405,0,10,65,,
5510,04-01-2017 00:00,A,64,9142.448478,68.13377784,74.98913315,29.09201389,0,10,64,,
5517,05-01-2017 00:00,A,64,9115.976008,68.11727672,73.94378003,29.31236111,0,10,64,,
5524,06-01-2017 00:00,A,64,9096.669273,68.20079719,71.62619306,29.25863983,0,7,64,,
5531,07-01-2017 00:00,A,64,9094.238626,68.42519618,74.51531714,29.25652778,0,7,64,,
5538,08-01-2017 00:00,A,64,9110.338889,67.87886377,73.57208549,29.21743056,0,7,64,,
5545,09-01-2017 00:00,A,64,9063.809542,68.10902133,71.23911007,29.16439972,0,7,64,,
5552,10-01-2017 00:00,A,64,9105.598574,68.66660671,75.73761532,29.40972222,0,7,64,,
5559,11-01-2017 00:00,A,65,9030.783887,68.38124133,76.09772389,29.42277778,0,7,65,,
5566,12-01-2017 00:00,A,65,9127.581388,67.93867698,72.81421303,29.33095073,0,7,65,,
5573,13-01-2017 00:00,A,65,9084.426097,68.10656611,74.452016,29.42381944,0,7,65,,
5580,14-01-2017 00:00,A,65,9095.189528,68.23762715,74.12428097,29.53993056,0,7,65,,
5587,15-01-2017 00:00,A,65,9154.013771,68.14223449,73.99530641,29.72671756,0,7,65,,
5594,16-01-2017 00:00,A,65,9125.941066,68.08159294,73.53990049,29.81041667,0,7,65,,
5601,17-01-2017 00:00,A,65,9130.60693,68.08847446,72.76683826,29.88034722,0,7,65,,
5608,18-01-2017 00:00,A,65,9085.149563,68.90046616,71.97885416,29.81131159,0,7,65,,
5615,19-01-2017 00:00,A,65,9089.276879,68.96150097,73.97923701,29.59965278,0,7,65,,
5622,20-01-2017 00:00,A,65,9116.993347,68.34336545,76.40261905,29.47194444,0,7,65,,
5629,21-01-2017 00:00,A,65,9111.455074,68.75731422,74.00388084,29.29229702,0,7,65,,
5636,22-01-2017 00:00,A,65,8972.251305,68.67892939,74.55491741,29.61888889,0,7,65,,
5642,23-01-2017 00:00,A,65,9071.898237,68.69199903,73.8413371,29.35076389,0,7,65,,
5648,24-01-2017 00:00,A,65,9137.728495,68.18939469,74.03360875,29.51554476,0,7,65,,
5654,25-01-2017 00:00,A,65,9067.558434,68.14280469,74.15073098,29.55472222,0,7,65,,
5660,26-01-2017 00:00,A,63,9076.805751,68.57130585,72.73396855,29.64458333,0,7,63,,
5666,27-01-2017 00:00,A,63,9061.354517,68.22345976,74.04145266,29.57737682,0,7,63,,
5672,28-01-2017 00:00,A,63,9095.347322,68.3649089,72.66118343,29.30777778,0,7,63,,
5678,29-01-2017 00:00,A,63,9054.913281,68.16847569,73.29897991,29.30588235,0,7,63,,
5684,30-01-2017 00:00,A,63,9126.082333,67.71779207,76.37656542,29.32055556,0,7,63,,
5690,31-01-2017 00:00,A,63,9045.626154,68.09202626,75.54655425,29.39132547,0,7,63,,
5696,01-02-2017 00:00,A,63,9089.708064,68.17088035,72.86439822,29.47493056,0,7,63,,
5702,02-02-2017 00:00,A,63,9127.458183,68.860024,75.36347137,29.58222222,0,7,63,,
5708,03-02-2017 00:00,A,62,9027.42084,68.77450723,75.83998923,29.58619015,0,7,62,,
5714,04-02-2017 00:00,A,62,9042.18547,68.22204977,74.71908692,29.55236111,0,7,62,,
5720,05-02-2017 00:00,A,62,9113.16283,68.43063509,73.2007303,29.72979167,0,7,62,,
5726,06-02-2017 00:00,A,62,9092.523528,68.93979853,76.32725246,29.84760583,0,7,62,,
5732,07-02-2017 00:00,A,62,9097.791391,68.58389761,76.40262268,29.87298611,0,7,62,,
5738,08-02-2017 00:00,A,62,9043.319047,69.02122686,76.8463115,29.74118056,0,7,62,,
5745,09-02-2017 00:00,A,62,8995.342287,68.60311168,76.11164142,29.8721721,0,7,62,,
5752,10-02-2017 00:00,A,62,8994.989239,69.03599952,75.53160764,29.933125,0,7,62,,
5759,11-02-2017 00:00,A,62,9023.253579,69.23848134,71.66431869,30.15736111,0,7,62,,
5765,12-02-2017 00:00,A,62,9046.551574,68.58865489,72.14097563,30.12944444,0,7,62,,
5771,13-02-2017 00:00,A,62,9010.999822,69.09950764,71.58329788,30.26266482,0,7,62,,
5777,14-02-2017 00:00,A,62,9062.231696,69.03595133,76.40365927,30.38736111,0,7,62,,
5784,15-02-2017 00:00,A,62,9014.240674,69.28153328,77.07673879,30.49486111,0,7,62,,
5791,16-02-2017 00:00,A,62,9081.856545,69.24236964,75.45348294,30.24723969,0,7,62,,
5797,17-02-2017 00:00,A,62,9049.864142,69.56053307,78.90877111,29.94637883,0,7,62,,
5803,18-02-2017 00:00,A,62,9027.732718,68.74161848,76.99794375,29.81125,0,7,62,,
5809,19-02-2017 00:00,A,62,9094.949241,68.99488731,75.62604509,29.75097222,0,7,62,,
5815,20-02-2017 00:00,A,62,9034.805642,68.83190542,75.72028824,29.84784722,0,7,62,,
5821,21-02-2017 00:00,A,62,9071.232462,69.34207427,72.55169379,30.02553782,0,7,62,,
5827,22-02-2017 00:00,A,62,9034.138168,69.031479,72.87435642,30.11201389,0,7,62,,
5833,23-02-2017 00:00,A,62,9053.736572,69.54957969,71.48783846,29.99965278,0,7,62,,
5839,24-02-2017 00:00,A,63,9076.517562,69.00127598,72.33476385,29.90090278,0,7,63,,
5845,25-02-2017 00:00,A,63,9065.317448,68.95027651,71.88118053,30.03421235,0,7,63,,
5851,26-02-2017 00:00,A,63,9060.472251,69.40764841,72.55094177,29.92854167,0,7,63,,
5857,27-02-2017 00:00,A,63,9072.899128,69.39652347,73.72972077,29.99638889,0,7,63,,
5863,28-02-2017 00:00,A,63,9040.29166,69.41327989,78.07095705,29.86361111,0,7,63,,
5869,01-03-2017 00:00,A,63,9038.607076,69.68396186,74.27413344,29.8833449,0,7,63,,
5875,02-03-2017 00:00,A,63,9015.291458,69.38543144,72.08678943,30.08951389,0,7,63,,
5881,03-03-2017 00:00,A,63,9038.465264,69.24990418,72.2026571,30.08284722,0,7,63,,
5887,04-03-2017 00:00,A,63,9091.916083,69.65831389,72.02590804,30.0875,0,7,63,,
5893,05-03-2017 00:00,A,63,9120.651213,69.45642544,74.30783338,30.04663428,0,7,63,,
5899,06-03-2017 00:00,A,63,9093.319561,69.3533229,75.24871362,30.14506944,0,7,63,,
5905,07-03-2017 00:00,A,63,8997.801899,68.94873144,71.60945465,30.1501747,0,7,63,,
5911,08-03-2017 00:00,A,63,9026.642979,69.46638127,75.65476735,30.33215278,0,7,63,,
5917,09-03-2017 00:00,A,63,9019.433131,69.60669728,76.54463479,30.38813324,0,7,63,,
5924,10-03-2017 00:00,A,63,8996.583407,69.26278967,75.66273099,30.32909722,0,7,63,,
5930,11-03-2017 00:00,A,63,9020.400675,69.1228692,73.3714282,30.32847222,0,7,63,,
5937,12-03-2017 00:00,A,63,9040.126612,69.32997961,71.46043573,30.24913255,0,7,63,,
5944,13-03-2017 00:00,A,63,9011.554799,69.3352998,75.05973093,30.26093969,0,7,63,,
5951,14-03-2017 00:00,A,63,9057.788831,69.48644067,75.8605549,30.34219292,0,7,63,,
5958,15-03-2017 00:00,A,63,9071.747418,69.917702,72.41664104,30.36611111,0,7,63,,
5965,16-03-2017 00:00,A,63,9038.276986,69.29344885,74.70308208,30.40930556,0,7,63,,
5972,17-03-2017 00:00,A,63,9002.561465,70.09361515,76.66149131,30.60964608,0,7,63,,
5979,18-03-2017 00:00,A,63,9032.019364,69.40857837,76.15127195,30.60642541,0,7,63,,
5986,19-03-2017 00:00,A,63,9063.371123,69.5315805,74.43605134,30.66541667,0,7,63,,
5993,20-03-2017 00:00,A,63,9049.146652,70.09015101,75.25130711,30.80180556,0,7,63,,
6000,21-03-2017 00:00,A,63,9072.821772,70.0571278,74.07599697,30.80694444,0,7,63,,
6007,22-03-2017 00:00,A,63,9028.616213,69.72040448,73.58481092,30.76273421,0,7,63,,
6014,23-03-2017 00:00,A,59,9016.564377,69.31093888,73.31192585,30.64472222,0,7,59,,
6022,24-03-2017 00:00,A,59,9055.615958,69.98756525,74.00609968,30.91583333,0,7,59,,
6029,25-03-2017 00:00,A,59,9064.207538,69.8387193,73.88165398,30.80333333,0,7,59,,
6036,26-03-2017 00:00,A,59,9028.028108,70.50895564,75.46829106,30.94850798,0,7,59,,
6043,27-03-2017 00:00,A,59,9020.728422,69.64213443,73.09858811,30.91791667,0,7,59,,
6050,28-03-2017 00:00,A,58,9010.825779,70.64787228,76.73867528,31.08020833,0,7,58,,
6057,29-03-2017 00:00,A,58,9025.114651,70.28719196,76.48206273,30.99798611,0,7,58,,
6064,30-03-2017 00:00,A,58,9078.895614,70.3597516,76.39906423,30.96252602,0,7,58,,
6071,31-03-2017 00:00,A,58,9092.317758,69.57874524,74.14446352,30.975625,0,7,58,,
6078,01-04-2017 00:00,A,58,9019.567243,69.56395708,75.71142649,30.97770833,0,7,58,,
6085,02-04-2017 00:00,A,58,9013.29417,69.55085101,77.05276317,31.14152778,0,7,58,,
6092,03-04-2017 00:00,A,58,9042.811198,70.36420391,77.22194939,31.08272033,0,7,58,,
6100,04-04-2017 00:00,A,58,9027.769105,70.50424404,75.81724881,31.24810308,0,7,58,,
6108,05-04-2017 00:00,A,58,9016.920827,69.73977306,76.38332501,31.28410072,0,7,58,,
6116,06-04-2017 00:00,A,58,9002.177585,70.15030041,74.00402458,31.40409438,0,7,58,,
6124,07-04-2017 00:00,A,58,8996.687086,70.04884501,73.44059764,31.28243056,0,7,58,,
6131,08-04-2017 00:00,A,58,9000.086457,70.50712871,72.38071495,31.17847222,0,7,58,,
6138,09-04-2017 00:00,A,58,9007.388677,70.14485029,74.38978548,31.2111034,0,7,58,,
6145,10-04-2017 00:00,A,58,9071.522484,70.44007005,76.59615365,31.3575,0,7,58,,
6152,11-04-2017 00:00,A,58,8996.950321,70.60730431,74.18305318,31.27506944,0,7,58,,
6159,12-04-2017 00:00,A,58,9006.946031,70.58953912,73.43449163,31.37668286,0,7,58,,
6166,13-04-2017 00:00,A,58,9019.203569,70.06406441,72.8875434,31.44013889,0,7,58,,
6173,14-04-2017 00:00,A,58,9030.606249,70.05729389,74.0199855,31.33458333,0,7,58,,
6180,15-04-2017 00:00,A,56,9071.807676,70.36807103,73.2656262,31.40145732,0,7,56,,
6187,16-04-2017 00:00,A,56,9078.686975,70.64746526,72.01592954,31.40652778,0,7,56,,
6194,17-04-2017 00:00,A,56,9110.115723,70.89028528,74.8371545,31.45694444,0,7,56,,
6201,18-04-2017 00:00,A,56,9069.394647,70.62491806,73.4336523,31.48542679,0,7,56,,
6208,19-04-2017 00:00,A,56,9027.921758,70.09238292,74.46943341,31.458125,0,7,56,,
6215,20-04-2017 00:00,A,56,9023.578668,70.7401806,73.1726863,31.55611111,0,7,56,,
6222,21-04-2017 00:00,A,56,9071.755793,70.90432232,75.2968635,31.56169327,0,7,56,,
6229,22-04-2017 00:00,A,56,9045.61158,70.80693169,74.3823366,31.62923401,0,7,56,,
6236,23-04-2017 00:00,A,56,9049.205202,71.0156603,72.49072764,31.57833333,0,7,56,,
6243,24-04-2017 00:00,A,56,9096.545093,70.18133329,73.51366269,31.77256944,0,7,56,,
6250,25-04-2017 00:00,A,56,9023.176213,70.12949329,72.09937576,31.68091603,0,7,56,,
6257,26-04-2017 00:00,A,56,9062.239482,70.9877177,74.6927209,31.67722222,0,7,56,,
6264,27-04-2017 00:00,A,56,8996.175391,70.52198902,72.74949504,31.68548611,0,7,56,,
6271,28-04-2017 00:00,A,60,8972.425882,71.34001907,73.10966841,31.90451076,0,7,60,,
6278,29-04-2017 00:00,A,60,9013.410404,70.35282137,71.99987379,31.89868056,0,7,60,,
6285,30-04-2017 00:00,A,60,9047.544876,71.05278652,71.67684709,31.72895833,0,7,60,,
6292,01-05-2017 00:00,A,60,9099.171428,71.17844002,73.603527,32.09583333,0,7,60,,
6299,02-05-2017 00:00,A,55,9073.413014,70.72742854,72.54297625,32.21721027,0,7,55,,
6306,03-05-2017 00:00,A,55,9033.574355,70.76304438,71.85955806,32.06756944,0,7,55,,
6313,04-05-2017 00:00,A,55,8973.693504,71.15079167,74.07342312,31.885,0,7,55,,
6320,05-05-2017 00:00,A,55,8982.924821,71.10049803,72.11986188,31.85308813,0,7,55,,
6327,06-05-2017 00:00,A,55,8962.162233,70.88256364,72.79971341,31.89798611,0,7,55,,
